,1년간여행여부,1년간여가/문화활동,1년간교육학습,친목단체참여여부,자원봉사경험유무,종교종류,가장중요한활동,현재경제활동여부,향후근로희망여부,노인일자리참여여부,노인일자리참여의향,향후참여하고싶은유형
7363,1,2,2,2,2,0,3,2,1,4,1,1
7365,1,1,2,2,2,0,3,1,2,4,1,5
7367,2,1,2,2,2,1,7,3,4,4,1,2
7371,1,2,1,2,2,0,3,1,2,4,1,1
7372,1,1,2,1,2,0,3,2,4,4,1,4
7375,2,1,2,2,2,0,3,2,1,4,1,1
7376,2,2,2,2,2,0,7,1,2,1,1,1
7382,2,1,2,2,2,0,3,2,4,2,1,5
7386,1,1,2,2,2,0,7,1,2,4,1,4
7393,2,1,2,2,2,1,3,2,4,2,1,1
7394,2,1,2,2,2,2,4,3,1,1,1,3
7413,2,2,2,2,2,0,7,1,2,2,1,1
7416,1,2,2,2,2,0,7,2,2,1,1,1
7429,1,1,2,2,2,0,3,2,1,4,1,1
7431,1,1,2,2,2,3,7,1,2,4,1,4
7433,2,1,2,2,2,0,3,2,1,4,1,1
7435,2,2,2,2,2,0,7,1,2,1,1,1
7447,1,2,2,2,2,0,7,1,2,1,1,1
7450,1,2,1,2,2,0,6,2,1,4,1,1
7458,1,2,2,2,2,0,3,2,1,2,1,1
7466,1,1,2,2,2,2,1,1,2,1,1,1
7469,1,1,2,2,2,1,3,3,1,4,1,1
7473,1,2,2,2,2,0,7,1,2,1,1,1
7476,2,1,2,2,2,0,6,1,2,1,1,1
7480,1,2,2,2,2,0,7,1,2,1,1,4
7484,1,2,2,2,2,0,7,1,3,4,1,2
7489,2,1,2,2,2,3,3,2,1,1,1,1
7497,2,1,1,2,1,3,1,2,4,4,1,1
7499,2,1,2,2,2,1,7,1,3,2,1,5
7502,2,1,2,2,2,0,3,1,2,1,1,1
7510,1,1,2,2,2,0,6,1,2,4,1,1
7522,2,2,2,2,2,0,3,1,2,4,1,1
7531,2,1,2,2,2,2,1,2,1,1,1,1
7536,1,1,2,2,2,2,4,1,2,4,1,1
7537,2,2,2,2,2,0,6,1,2,1,1,1
7538,2,1,2,2,2,3,6,3,1,1,1,1
7542,2,1,2,2,2,0,3,1,2,4,1,1
7547,2,2,2,2,2,0,1,3,1,2,1,1
7559,2,1,1,2,2,2,1,2,1,1,1,1
7562,2,1,2,2,2,0,3,2,1,1,1,1
7564,2,1,2,2,2,2,4,2,4,1,1,1
7567,2,2,2,2,2,0,3,1,2,1,1,1
7572,1,1,2,2,2,2,7,1,2,4,1,2
7574,2,1,2,2,2,0,3,1,2,1,1,3
7579,2,1,2,2,2,2,4,1,2,1,1,1
7581,2,1,2,2,2,2,3,2,4,4,1,3
7583,1,1,2,2,2,0,3,2,4,3,1,2
7589,2,1,2,2,2,0,3,1,2,1,1,1
7592,2,1,2,2,2,0,3,1,2,1,1,1
7593,1,1,2,2,2,1,7,1,2,2,1,5
7594,2,1,2,2,2,2,4,1,1,4,1,1
7596,1,1,2,2,2,0,3,1,2,1,1,1
7599,1,1,2,2,2,0,7,1,2,4,1,1
7600,2,1,2,2,2,0,6,1,2,1,1,2
7603,2,2,2,2,2,0,3,1,2,1,1,1
7604,2,1,2,2,2,0,3,2,4,4,1,1
7605,2,1,2,2,2,0,7,1,2,2,1,4
7609,2,1,2,2,2,2,4,1,2,1,1,1
7613,2,2,2,2,2,0,3,1,2,1,1,2
7616,2,1,1,2,2,0,3,1,2,1,1,2
7617,1,1,1,2,2,3,6,2,4,4,1,4
7618,2,1,2,2,2,2,4,1,2,1,1,2
7620,1,1,2,2,2,0,3,1,2,1,1,1
7622,2,1,2,2,2,3,7,1,2,4,1,5
7623,2,1,2,2,2,0,6,1,2,4,1,2
7624,1,1,2,2,2,2,3,2,4,4,1,2
7628,2,1,2,2,2,0,3,1,2,1,1,1
7633,2,1,2,2,2,2,4,1,1,3,1,1
7672,1,1,2,2,2,0,1,2,1,4,1,1
7674,2,1,2,2,2,0,3,2,1,4,1,1
7677,2,2,2,2,2,0,3,2,4,4,1,3
7689,2,2,2,2,2,0,7,2,1,4,1,1
7708,1,1,2,2,2,0,3,2,4,3,1,3
7717,1,2,2,2,2,0,3,1,2,4,1,2
7721,2,1,2,2,2,1,7,1,2,1,1,4
7722,2,2,1,2,2,0,6,2,1,4,1,1
7725,2,1,2,2,2,2,3,3,4,4,1,3
7727,2,1,2,2,2,1,3,2,4,2,1,1
7731,2,1,2,2,2,0,3,1,2,1,1,1
7732,2,1,2,2,2,1,7,1,2,2,1,3
7737,2,1,2,2,2,3,4,2,1,3,1,2
7746,2,1,2,2,2,2,4,2,4,2,1,1
7747,2,1,2,2,2,0,6,1,2,1,1,1
7758,2,1,2,2,2,0,7,1,2,1,1,5
7759,1,2,2,2,2,0,3,1,2,4,1,1
7764,2,2,2,2,2,0,6,1,3,1,1,2
7770,2,2,2,2,2,0,7,1,2,1,1,1
7782,2,1,2,2,2,2,3,1,2,1,1,2
7787,1,1,2,2,2,2,4,3,1,3,1,1
7791,1,1,2,2,2,2,4,1,1,4,1,1
7793,2,1,2,2,2,0,7,1,2,1,1,5
7794,2,2,2,2,2,0,3,1,2,1,1,3
7815,2,2,2,2,2,0,6,1,1,1,1,3
7825,2,1,2,2,2,0,3,1,2,1,1,2
7843,2,1,2,2,2,1,4,1,2,1,1,1
7848,2,1,2,2,2,0,7,1,2,4,1,4
7856,1,1,2,1,2,2,4,1,2,1,1,2
7859,2,1,2,2,2,2,4,1,2,1,1,1
7902,2,1,2,2,2,2,4,1,2,1,1,1
7904,1,1,2,1,2,0,3,2,4,4,1,1
7910,2,1,2,2,2,1,3,2,4,3,1,1
7917,2,1,2,2,2,1,7,1,2,3,1,4
7920,1,1,2,2,2,2,7,1,2,3,1,1
7927,1,1,1,2,2,0,3,2,1,4,1,2
7928,2,1,2,2,2,0,6,3,1,3,1,1
7932,2,2,2,2,2,0,3,2,1,3,1,3
7939,1,1,1,1,2,3,3,2,4,2,1,5
7940,2,1,2,2,2,1,3,2,1,4,1,3
7941,2,2,2,2,2,0,3,1,2,1,1,2
7947,2,1,2,2,2,0,3,1,2,1,1,2
7956,1,1,2,2,2,2,7,1,2,4,1,1
7983,2,1,2,2,2,2,7,2,1,4,1,3
7984,2,1,2,2,2,0,3,2,4,4,1,3
7988,2,1,2,2,2,0,6,1,3,4,1,2
7989,2,2,1,2,2,0,3,1,2,1,1,3
7995,2,2,2,2,2,0,3,1,2,1,1,3
7997,2,1,2,2,2,1,7,2,4,3,1,1
7999,2,2,2,2,2,0,3,3,4,3,1,1
8006,2,2,2,2,2,0,3,1,2,1,1,3
8009,2,2,2,2,2,0,7,1,2,1,1,3
8010,2,1,2,2,2,0,3,2,1,4,1,2
8011,2,1,2,2,2,0,7,1,2,4,1,2
8012,2,2,2,2,2,0,3,1,2,1,1,3
8019,2,1,2,2,2,0,3,1,2,2,1,2
8021,2,2,2,2,2,0,3,1,2,1,1,3
8023,1,1,2,2,2,2,7,1,2,1,1,1
8028,2,2,2,2,2,0,6,1,2,1,1,3
8030,2,1,2,2,2,3,7,2,4,3,1,1
8032,2,1,1,2,2,1,3,1,2,1,1,3
8037,1,1,2,2,2,0,7,1,2,4,1,4
8049,1,1,2,2,2,2,3,2,1,1,1,1
8057,2,1,2,2,2,0,7,1,3,4,1,2
8061,2,1,2,2,2,1,7,1,1,1,1,3
8070,2,1,2,2,2,0,7,1,3,4,1,1
8081,2,2,2,2,2,0,3,2,1,4,1,1
8087,2,1,2,2,2,0,7,1,2,4,1,2
8096,2,1,2,2,2,0,7,1,2,4,1,1
8101,2,1,2,2,2,0,3,1,2,1,1,5
8118,2,2,2,2,2,0,3,1,2,1,1,5
8142,2,1,2,2,2,2,4,1,1,4,1,3
8147,2,2,2,2,2,0,7,1,2,1,1,1
8154,2,1,2,2,2,0,6,3,1,3,1,1
8156,2,1,2,2,2,1,3,2,1,4,1,2
8162,2,1,2,2,2,1,3,2,1,4,1,1
8163,1,2,2,2,2,0,7,1,2,4,1,3
8166,2,2,2,2,2,0,7,3,1,4,1,3
8176,2,1,1,2,2,0,6,1,2,2,1,1
8188,2,1,2,2,2,0,3,1,2,1,1,1
8196,2,1,2,2,2,0,3,1,2,1,1,5
8206,2,1,2,2,2,0,3,2,1,1,1,1
8210,2,1,2,2,2,0,3,1,2,1,1,2
8227,1,1,2,2,2,1,3,3,1,4,1,3
8255,1,1,2,2,2,0,3,1,2,4,1,1
8256,2,1,2,1,2,3,7,2,4,4,1,3
8288,2,1,2,2,2,0,3,1,2,1,1,3
8294,1,1,2,2,2,0,7,1,2,4,1,5
8295,2,1,2,2,2,1,3,1,2,1,1,1
8297,1,1,2,2,2,2,3,2,1,4,1,1
8302,1,1,2,2,2,0,3,3,1,4,1,1
8307,1,2,2,2,2,0,7,3,1,4,1,1
8310,1,2,2,2,2,0,3,2,1,4,1,1
8319,2,2,2,2,2,0,3,1,2,1,1,1
8332,2,2,2,2,2,1,3,1,2,1,1,2
8351,2,1,2,2,2,2,1,1,4,1,1,1
8356,2,1,2,2,2,0,3,2,4,3,1,1
8368,1,2,2,2,2,0,6,2,1,4,1,1
8370,2,1,2,2,2,0,1,2,1,2,1,1
8379,2,1,2,2,2,2,6,1,1,3,1,1
8381,1,1,2,2,2,0,6,2,1,4,1,1
8412,1,1,2,2,2,3,6,1,3,1,1,2
8425,2,1,2,2,2,0,3,1,1,1,1,1
8433,2,2,2,2,2,0,7,2,1,4,1,3
8437,2,2,2,2,2,0,3,1,2,1,1,3
8439,2,2,2,2,2,0,3,2,1,4,1,3
8453,2,2,2,2,2,0,3,2,1,4,1,3
8456,1,2,2,2,2,0,3,2,1,4,1,1
8457,2,2,2,2,2,0,3,2,2,4,1,3
8458,2,1,2,2,2,0,3,1,3,4,1,1
8476,2,1,2,2,2,0,3,1,2,4,1,3
8477,1,2,2,2,2,0,3,1,1,4,1,1
8486,2,1,2,2,2,0,3,1,2,4,1,2
8488,2,1,2,2,2,0,3,3,4,3,1,1
8543,1,2,2,2,2,0,3,1,1,4,1,1
8566,2,1,2,2,2,2,2,3,1,2,1,1
8604,2,2,2,2,2,0,7,1,1,3,1,1
8620,2,1,2,2,2,0,3,1,1,3,1,1
8638,1,1,2,2,2,0,3,1,2,4,1,1
8655,1,1,2,2,2,3,3,2,4,4,1,2
8666,2,1,2,2,2,2,4,3,1,4,1,1
8670,2,2,2,2,2,0,7,1,2,1,1,3
8674,2,1,2,2,2,1,3,1,2,1,1,3
8682,2,2,2,2,2,0,3,1,2,1,1,3
8687,2,1,2,2,2,2,4,1,2,4,1,3
8689,2,1,2,2,2,3,7,1,2,1,1,1
8692,2,1,2,1,1,0,3,1,2,4,1,4
8693,2,1,2,2,2,3,7,1,2,1,1,1
8700,2,1,1,2,2,2,4,2,1,3,1,4
8701,2,1,2,2,2,3,7,1,2,4,1,1
8705,2,1,2,2,2,1,3,2,4,2,1,5
8717,2,1,2,2,2,3,4,2,1,4,1,1
8719,2,1,2,1,2,0,3,1,2,4,1,1
8725,1,1,2,2,2,0,7,1,2,4,1,2
8732,1,1,2,2,1,0,1,2,1,4,1,1
8743,2,1,2,2,2,2,4,2,1,4,1,1
8752,1,1,2,2,2,0,3,2,1,3,1,1
8756,2,1,2,2,2,0,3,1,3,1,1,1
8771,2,2,2,2,2,0,7,1,1,1,1,1
8773,2,1,1,2,1,1,3,2,1,1,1,4
8777,1,1,2,2,1,0,3,2,1,2,1,4
8780,2,1,2,2,1,2,4,1,2,2,1,2
8786,1,1,2,2,2,3,3,1,1,4,1,2
8787,2,1,2,2,2,0,6,2,4,3,1,3
8806,2,1,2,2,2,0,3,3,1,3,1,2
8807,2,2,2,2,2,0,3,2,4,3,1,1
8809,2,1,2,2,2,0,3,1,2,3,1,1
8810,2,1,2,2,2,0,3,1,2,3,1,1
8812,2,1,1,2,2,0,3,2,1,4,1,1
8819,2,1,2,2,2,0,3,1,2,3,1,1
8825,2,1,2,2,2,1,4,2,4,2,1,1
8830,2,1,2,2,2,0,3,1,2,3,1,1
8831,2,1,2,2,2,0,3,3,3,3,1,1
8832,1,1,2,2,2,2,4,1,1,4,1,1
8838,1,2,2,2,2,0,3,2,2,4,1,1
8840,2,2,2,2,2,1,7,2,2,1,1,1
8842,1,1,2,2,2,0,3,2,3,4,1,1
8849,2,1,2,2,2,0,3,1,2,1,1,1
8851,2,1,2,2,2,0,3,1,2,1,1,1
8873,1,2,2,2,2,0,3,2,1,4,1,1
8893,1,1,2,2,2,3,4,2,1,4,1,1
8901,1,1,2,2,2,1,3,1,2,1,1,1
8913,1,1,2,2,2,2,3,1,2,1,1,1
8943,2,1,1,2,2,0,3,3,1,4,1,1
8955,2,1,2,2,2,0,3,1,2,4,1,1
8956,2,1,2,2,2,0,3,1,1,4,1,1
8959,2,1,2,2,2,0,3,2,1,3,1,5
8960,2,2,2,2,2,0,3,3,1,4,1,1
8963,2,1,2,2,2,1,3,1,3,4,1,4
8967,2,1,2,2,2,0,3,1,2,1,1,2
8968,2,1,1,2,2,0,3,1,2,1,1,2
8973,2,2,1,2,2,0,3,3,1,2,1,1
8975,2,1,1,2,2,0,3,3,1,4,1,1
8976,2,1,1,2,2,0,3,2,1,4,1,1
8987,2,1,2,2,2,0,7,1,2,1,1,1
8988,2,1,2,2,2,1,7,1,2,1,1,1
8997,2,1,2,2,2,1,3,1,2,4,1,1
9014,2,1,2,2,2,0,7,1,2,4,1,1
9024,2,1,2,2,2,1,3,2,1,4,1,1
9034,2,1,2,2,2,1,6,2,4,4,1,1
9051,2,1,2,2,2,0,3,1,3,1,1,1
9053,2,1,2,2,2,2,7,1,2,3,1,2
9055,2,1,2,2,2,1,3,1,2,1,1,1
9056,1,1,2,2,2,2,4,2,1,4,1,1
9069,2,1,2,2,2,0,2,2,1,4,1,1
9070,2,1,2,2,2,1,7,1,2,4,1,1
9082,2,2,2,2,2,0,7,1,2,1,1,4
9085,2,1,2,2,2,1,6,2,3,4,1,5
9110,1,1,2,2,1,0,6,2,1,3,1,4
9117,2,1,1,2,2,0,7,1,3,1,1,2
9118,2,1,2,2,2,1,7,2,4,2,1,2
9119,2,1,2,2,2,0,3,2,1,3,1,1
9124,1,2,2,2,2,0,6,2,2,1,1,2
9125,1,2,2,2,2,0,6,3,1,3,1,2
9128,2,1,1,2,2,1,6,2,4,4,1,3
9129,2,1,1,2,2,1,6,1,3,4,1,4
9132,1,1,1,1,2,0,3,1,2,4,1,4
9136,1,1,1,2,2,0,3,2,1,3,1,1
9137,2,2,1,2,2,0,7,1,3,4,1,1
9141,2,1,2,2,2,0,7,1,2,1,1,1
9142,2,1,2,2,2,0,7,1,2,1,1,1
9147,2,1,2,2,2,1,3,2,4,3,1,3
9148,2,1,1,2,2,2,7,1,2,1,1,1
9151,2,1,2,2,2,0,7,1,2,4,1,2
9155,1,1,1,2,2,0,3,2,4,4,1,4
9156,2,1,1,2,2,0,3,3,2,2,1,5
9158,2,2,2,2,2,0,7,1,2,4,1,1
9162,2,2,1,2,2,0,7,1,2,1,1,1
9163,2,1,2,2,2,0,3,3,2,4,1,1
9166,2,1,1,2,2,0,3,1,2,4,1,3
9168,2,1,2,2,2,1,3,3,4,4,1,1
9169,2,1,2,2,2,2,4,3,2,4,1,2
9170,2,1,1,2,2,0,3,2,4,4,1,4
9171,1,1,1,1,2,0,3,1,2,2,1,2
9172,1,1,2,2,2,0,3,3,4,2,1,3
9173,2,2,1,2,2,0,7,2,1,4,1,1
9174,2,1,1,2,2,3,3,3,4,4,1,1
9176,2,2,2,2,2,0,7,3,1,4,1,1
9178,2,1,2,2,2,0,3,2,4,4,1,4
9179,2,2,2,2,2,0,7,1,2,1,1,1
9180,1,1,2,2,2,1,3,2,4,1,1,5
9184,2,1,2,2,2,0,3,1,3,3,1,5
9185,1,1,1,1,2,1,3,3,4,4,1,5
9200,1,1,2,1,1,2,7,1,3,4,1,1
9201,2,1,2,2,2,0,1,1,1,3,1,1
9202,1,1,2,2,2,2,7,3,4,4,1,1
9203,1,2,2,1,2,0,7,1,2,4,1,2
9205,1,1,2,2,2,2,3,1,2,4,1,5
9206,1,1,2,2,2,1,3,1,2,3,1,5
9208,2,2,2,2,2,0,7,2,1,4,1,2
9209,1,2,2,2,2,0,7,1,2,1,1,1
9211,1,1,1,2,2,0,6,1,2,1,1,5
9221,2,2,2,2,2,0,7,1,2,1,1,1
9222,1,2,2,2,2,0,3,1,2,1,1,1
9225,2,1,2,2,2,0,3,1,2,1,1,5
9226,2,1,2,2,2,0,3,1,1,4,1,5
9227,2,1,2,2,2,0,3,3,4,3,1,1
9229,2,2,2,2,2,0,7,1,2,1,1,1
9232,2,2,2,2,2,0,7,1,2,1,1,1
9234,1,2,2,1,2,0,7,1,2,1,1,1
9235,2,1,1,2,2,0,3,3,4,2,1,3
9236,1,1,2,2,2,2,7,1,2,1,1,1
9237,2,1,2,2,2,0,3,1,2,4,1,4
9238,1,1,2,2,2,2,7,1,2,1,1,1
9239,2,1,2,2,2,2,7,1,2,1,1,1
9240,2,1,2,2,2,4,7,1,2,1,1,1
9241,1,2,2,2,2,0,7,1,2,1,1,1
9245,2,1,2,2,2,1,3,3,1,4,1,1
9248,2,1,2,2,2,0,3,2,1,3,1,1
9250,2,1,2,2,2,4,6,2,4,4,1,5
9252,2,1,2,2,2,1,6,2,1,4,1,1
9254,2,1,2,2,2,1,3,2,1,3,1,1
9258,1,1,2,1,2,1,3,2,3,4,1,4
9266,2,1,2,2,2,0,7,1,2,4,1,3
9273,1,1,2,2,2,1,3,2,1,4,1,1
9281,1,1,2,2,2,2,4,2,4,4,1,1
9300,2,1,2,2,2,1,3,1,2,4,1,5
9302,2,2,2,2,2,0,3,2,1,3,1,1
9319,1,1,2,2,2,0,3,2,1,3,1,5
9341,2,1,2,2,2,1,4,2,4,4,1,1
9345,1,1,1,2,2,1,3,3,1,3,1,1
9347,2,1,1,2,2,0,3,1,1,3,1,1
9360,2,1,2,2,2,3,4,2,1,2,1,1
9368,1,1,1,2,2,3,4,2,1,4,1,1
9372,1,1,2,2,2,0,3,1,4,1,1,1
9380,2,2,2,2,2,0,3,2,1,2,1,1
9394,2,1,2,2,2,1,7,2,1,3,1,1
9423,1,1,2,2,2,2,4,1,2,4,1,4
9436,2,1,2,2,2,2,4,2,2,2,1,1
9438,2,1,2,2,2,1,3,2,1,4,1,3
9441,2,1,2,2,2,2,4,1,2,1,1,5
9447,2,1,2,2,2,0,3,1,2,4,1,1
9450,2,2,2,2,2,0,7,2,2,2,1,5
9451,2,2,2,2,2,0,3,1,2,1,1,3
9452,1,1,2,2,2,0,3,2,4,4,1,1
9455,2,1,1,2,2,2,4,1,2,1,1,1
9461,1,1,2,2,2,1,3,1,2,1,1,3
9487,2,1,2,2,2,3,4,1,2,1,1,3
9494,2,1,2,2,2,1,3,1,2,1,1,1
9505,2,1,2,2,2,1,4,1,2,1,1,3
9509,1,1,2,2,2,0,3,1,2,1,1,1
9525,1,1,2,2,2,2,4,1,2,1,1,1
9528,1,1,2,2,2,2,4,1,2,1,1,3
9551,2,2,1,2,2,0,3,1,2,1,1,2
9555,2,1,1,2,2,0,3,1,2,1,1,2
9560,2,2,2,2,2,0,7,2,2,2,1,5
9570,2,1,2,2,2,0,3,2,4,4,1,1
9573,1,1,2,2,1,2,4,3,4,4,1,1
9574,2,1,2,2,2,2,6,1,2,1,1,1
9579,2,2,2,2,2,0,7,2,4,4,1,3
9584,1,1,2,2,2,2,6,1,2,1,1,1
9588,2,1,2,2,2,1,6,1,2,1,1,1
9591,2,1,2,2,2,5,6,1,4,1,1,1
9600,2,1,2,2,2,4,3,1,2,1,1,3
9602,1,1,2,2,2,0,3,2,4,4,1,1
9637,2,1,2,2,2,1,3,1,2,1,1,1
9649,2,1,2,2,2,2,4,2,3,3,1,2
9651,2,1,2,2,2,2,4,2,3,2,1,3
9669,1,1,2,2,2,1,4,2,4,3,1,2
9671,2,1,2,2,2,1,6,2,1,3,1,1
9699,2,1,2,2,2,0,3,1,2,1,1,1
9708,2,2,2,2,2,0,6,1,2,1,1,5
9716,2,1,2,2,2,1,7,2,1,3,1,1
9719,2,1,2,2,2,1,7,1,2,4,1,5
9721,2,1,2,2,2,1,3,2,1,4,1,1
9725,2,1,2,2,2,1,3,1,2,2,1,1
9732,2,1,2,2,2,0,6,2,1,4,1,1
9741,2,1,2,2,2,2,6,2,4,4,1,1
9749,2,1,2,2,2,0,6,2,4,4,1,3
9757,2,1,1,2,2,1,3,2,3,3,1,1
9759,1,1,2,2,2,1,7,2,3,3,1,3
9764,1,1,2,2,2,0,6,3,1,4,1,2
9783,2,1,2,2,2,2,4,1,2,1,1,2
9786,1,1,2,2,2,1,6,2,1,4,1,1
9788,1,1,2,2,2,3,6,2,3,4,1,1
9802,2,2,2,2,2,0,8,2,4,4,1,5
9804,1,1,2,1,2,1,3,2,4,4,1,5
9806,1,2,2,2,2,0,7,1,2,4,1,3
9808,2,1,2,2,2,2,6,1,2,1,1,1
9809,2,2,2,2,2,0,3,2,2,4,1,5
9846,2,1,2,2,2,1,3,1,2,1,1,1
9854,1,2,2,2,2,0,3,1,1,4,1,1
9866,1,2,2,2,2,0,3,1,1,4,1,1
9871,2,2,2,2,2,0,6,1,1,4,1,2
9883,1,2,2,2,2,0,6,1,2,3,1,1
9887,1,1,2,2,2,0,3,2,1,4,1,1
9891,2,2,2,2,2,0,3,2,3,2,1,1
9900,2,1,2,2,2,2,4,2,4,4,1,1
9902,1,1,2,2,2,0,3,2,4,4,1,1
9908,2,1,2,2,2,0,3,1,2,4,1,1
9924,2,2,2,2,2,0,3,1,2,4,1,1
9944,2,1,2,1,2,1,6,2,1,4,1,1
9963,2,2,2,2,2,0,3,2,1,2,1,1
9965,2,1,1,2,2,0,3,2,1,4,1,5
9967,2,1,1,2,2,0,3,1,2,1,1,5
9971,2,2,2,2,2,0,3,1,2,4,1,1
9972,2,2,2,2,2,0,3,1,2,4,1,1
9974,2,2,2,2,2,2,1,1,1,1,1,1
10006,2,1,2,2,2,0,3,2,4,4,1,4
10014,2,1,2,2,2,0,3,3,4,4,1,1
10017,2,1,2,2,2,0,3,2,4,4,1,1
10026,2,1,2,2,2,0,3,3,4,4,1,4
10028,1,2,2,2,2,0,7,1,2,4,1,1
10029,2,1,2,2,2,2,6,2,1,4,1,1
10038,2,1,2,2,2,0,3,1,2,4,1,2
10042,2,1,2,2,2,1,3,1,2,4,1,4
10045,2,1,2,2,2,1,3,2,4,4,1,2
10064,1,1,2,2,1,1,6,2,1,3,1,2
10070,1,2,2,2,2,0,6,1,2,4,1,1
10071,2,1,2,2,2,0,7,3,1,4,1,4
